,shelter_id,Species,found_lng,found_lat,outcome_lng,outcome_lat,distance_miles,found_address,outcome_address,geometry,annual_intake_2019,annual_intake_2020,annual_intake_2021,jurisdiction_size_sq_km,justidiction_state,jurisdiction_region,jurisdiction_pop_size,jurisdiction_pop_density_person_per_sq_km,year_date,month_date
39,Rochester,Dog,-77.6052803,43.1555588,-77.5763823,43.1937306,3.01252242047337,260 E. Broad st 14605 Rochester 14608,2048 N Goodman st Rochester NY 14609,POINT (-77.5763823 43.1937306),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,8
40,Rochester,Dog,-77.6448649,43.1454211,-77.643075,43.1445539,0.10848767209471,97 Normandy ave Rochester 14608,160 Rugby av Rochester NY 14619,POINT (-77.643075 43.1445539),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,9
41,Rochester,Dog,-77.6584654,43.1621206,-77.6572142,43.1625108,0.0687262612680699,129 Fairgate st Rochester 14608,149 Wetmore Park Rochester NY 14608,POINT (-77.6572142 43.1625108),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,9
42,Rochester,Dog,-77.6334849,43.173392,-77.6319121,43.1731765,0.0808455658957252,147 Emerson st Rochester 14614,46 Backus st Rochester NY 14621,POINT (-77.6319121 43.1731765),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,9
43,Rochester,Dog,-77.6531874,43.1478599,-77.6531125,43.1492937,0.0990499193562639,100 Depew st Rochester 14420,30 Depew st Rochester NY 14611,POINT (-77.6531125 43.1492937),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,9
44,Rochester,Dog,-77.6379738,43.2022354,-77.6384639,43.2023888,0.0269206148685007,348 Eastman av Rochester 14616,1894 DEWEY Avenue Rochester NY 14615,POINT (-77.6384639 43.2023888),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,11
45,Rochester,Dog,-77.6340805,43.138683,-77.6340509,43.1377791,0.062415512599363,177 SHELTER ST 14611 Rochester 14608,411 MAGNOLIA STREET Rochester NY 14611,POINT (-77.6340509 43.1377791),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,11
46,Rochester,Dog,-77.6435225,43.182343,-77.6417735,43.1842492,0.158498898356644,407 Lakeview park Rochester ,163 BRYAN ST Rochester NY 14613,POINT (-77.6417735 43.1842492),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,11
47,Rochester,Dog,-77.6120611,43.1848635,-77.6343043,43.1556061,2.31133691546626,15 Lang st Rochester 14608,16 Orchard st Rochester NY 14621,POINT (-77.6343043 43.1556061),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,11
48,Rochester,Dog,-77.637793,43.154991,-77.6483779,43.1480326,0.718990871979004,239 YORK ST 14611  and  MAPLE Rochester 14608,90 HOBART ST Rochester NY 14619,POINT (-77.6483779 43.1480326),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,11
49,Rochester,Dog,-77.6356621,43.1411535,-77.6304109,43.1386919,0.315188931839865,462 Genesee st Rochester 14611,45 SHELTER Street Rochester NY 14611,POINT (-77.6304109 43.1386919),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,12
50,Rochester,Dog,-77.6012288,43.1710383,-77.6134922,43.1708672,0.619739423692848,618 UPPER FALLS and HUDSON 14605 Rochester 14608,59 OAKMAN Street Rochester NY 14605,POINT (-77.6134922 43.1708672),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
51,Rochester,Dog,-77.5930815,43.1478813,-77.5686362,43.1862453,2.92223326105486,47 ROWLEY ST 14607 Rochester 14607,420 Waring Rd Rochester NY 14609,POINT (-77.5686362 43.1862453),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,12
52,Rochester,Dog,-77.599784,43.179072,-77.5989906,43.182312,0.2272267104618,283 Berlin st 14621 Rochester 14608,940 Hudson av Rochester NY 14621,POINT (-77.5989906 43.182312),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
53,Rochester,Dog,-77.6399848,43.1801195,-77.6123968,43.1509882,2.4469243882391,375 Driving park Rochester ,123 S FITZHUGH Street Rochester NY 14608,POINT (-77.6123968 43.1509882),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,10
54,Rochester,Dog,-77.6061828,43.1947878,-77.6383318,43.2046594,1.76082627284725,457 Ridge rd Rochester 14609,2006 DEWEY Avenue Rochester NY 14615,POINT (-77.6383318 43.2046594),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,5
55,Rochester,Dog,-77.5858962,43.1377853,-77.5886495,43.1360544,0.183443241732859,168 CROSMAN TERRACE Rochester ,300 CROSMAN TERR. Rochester NY 14620,POINT (-77.5886495 43.1360544),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,6
56,Rochester,Dog,-77.6065556,43.1371983,-77.6078536,43.1417055,0.317982679306827,920 South av 14607 Rochester 14608,165 Gregory st Rochester NY 14620,POINT (-77.6078536 43.1417055),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,8
57,Rochester,Dog,-77.6377769,43.1721843,-77.6331408,43.1774796,0.434151202770877,400 DEWEY AVE 14608 Rochester 14613,128 GLENWOOD Avenue Rochester NY 14613,POINT (-77.6331408 43.1774796),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,9
58,Rochester,Dog,-77.6445964,43.1949472,-77.6466995,43.1973014,0.194148724789157,264 Knickerbocker Rd Rochester 14615,274 STEKO Avenue Rochester NY 14615,POINT (-77.6466995 43.1973014),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,12
59,Rochester,Dog,-77.5818893,43.1773031,-77.5973838,43.140466,2.66075881782907,74 Ferncliffe st Rochester 14608,919 S. Clinton Rochester NY 14620,POINT (-77.5973838 43.140466),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,10
60,Rochester,Dog,-77.6439779,43.1552602,-77.6448202,43.1542569,0.0812961284611964,700 MAPLE ST Rochester 14624,17 GERLING Place Rochester NY 14611,POINT (-77.6448202 43.1542569),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
61,Rochester,Dog,-77.5682249,43.1595285,-77.6448202,43.1542569,3.88804872875408,20 Bowman st Rochester 14609,17 GERLING Place Rochester NY 14611,POINT (-77.6448202 43.1542569),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,10
62,Rochester,Dog,-77.661129,43.1542664,-77.6448202,43.1542569,0.824251436719282,135 Mount Read Rochester 14514,17 GERLING Place Rochester NY 14611,POINT (-77.6448202 43.1542569),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,11
63,Rochester,Dog,-77.61873,43.1745599,-77.616067,43.1772693,0.230398563482203,191 CLIFFORD AVE Rochester 14608,38 TREYER STREET Rochester NY 14621,POINT (-77.616067 43.1772693),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
64,Rochester,Dog,-77.6461625,43.1819233,-77.6355797,43.1823878,0.53557501390242,124 Bidwell Rochester 14613,45 Lakeview pk Rochester NY 14613,POINT (-77.6355797 43.1823878),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,3
66,Rochester,Dog,-77.6384884,43.18662,-77.6377276,43.1868722,0.042190288690281,1126 Dewey Ave Rochester 14608,247 ALAMEDA Street Rochester NY 14613,POINT (-77.6377276 43.1868722),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
67,Rochester,Dog,-77.5825608,43.1781225,-77.5843069,43.180029,0.158437786565402,264 Fernwood ave Rochester 14621,211 Portage Street Rochester NY 14612,POINT (-77.5843069 43.180029),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,11
68,Rochester,Dog,-77.6347518,43.1524847,-77.6347518,43.1524847,0.0,149 SILVER ST 14611 Rochester 14608,149 Silver ST. Rochester NY NA,POINT (-77.6347518 43.1524847),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,1
69,Rochester,Dog,-77.6111435,43.1697952,-77.6168055,43.1769588,0.571299482972576,275 Upper Falls Rochester 14621,101 Lill Street. Rochester NY 14621,POINT (-77.6168055 43.1769588),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,12
70,Rochester,Dog,-77.647873,43.131239,-77.6405129,43.1398125,0.699092870264431,462 Brooks Ave Rochester 14619,432 Wellington ave Rochester NY 14619,POINT (-77.6405129 43.1398125),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,7
71,Rochester,Dog,-77.6363628,43.1741784,-77.5879332,43.1716296,2.4532187456438,69   Locust st Rochester 14608,251 First st Rochester NY 14605,POINT (-77.5879332 43.1716296),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,5
72,Rochester,Dog,-77.6083684,43.1921553,-77.6001097,43.1820993,0.809894234746775,270 Seneca av 14621 Rochester 14617,107 FAIRBANKS Street Rochester NY 14621,POINT (-77.6001097 43.1820993),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
73,Rochester,Dog,-77.63417,43.1351855,-77.639182,43.1352113,0.253392819907684,56 SAWYER ST Rochester 14619,234 SAWYER ST Rochester NY 14619,POINT (-77.639182 43.1352113),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,7
75,Rochester,Dog,-77.6376605,43.1949343,-77.6372578,43.1953002,0.0324297085944229,20 Knickerbocker st Rochester 14615,139 Avis st Rochester NY 14615,POINT (-77.6372578 43.1953002),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,11
76,Rochester,Dog,-77.6292026,43.1526235,-77.6422696,43.1611392,0.884124108755284,127 Jefferson av Rochester 14615,83 Murray St Rochester NY 14606,POINT (-77.6422696 43.1611392),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,6
77,Rochester,Cat,-77.652011,43.1604561,-77.6239571,43.1617271,1.42040625382777,85 Holworthy st Rochester 14606,104 Jay st Rochester NY 14608,POINT (-77.6239571 43.1617271),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,6
78,Rochester,Dog,-77.639213,43.1571963,-77.6391372,43.1612069,0.27688525048528,261 Child st 14608 Rochester 14608,455 CHILD ST Rochester NY 14606,POINT (-77.6391372 43.1612069),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,2
79,Rochester,Dog,-77.605526,43.1732246,-77.629015,43.1911768,1.71575797051247,80 CUBA PLACE 14605 Rochester 14605,1360 Lake Ave Rochester NY 14607,POINT (-77.629015 43.1911768),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,1
80,Rochester,Dog,-77.6228028,43.1778766,-77.6229521,43.1783342,0.0324770616890823,76 Ave A 14621 Rochester 14621,129 Ave B Rochester NY 14621,POINT (-77.6229521 43.1783342),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,2
81,Rochester,Dog,-77.6448649,43.1777178,-77.605873,43.1483987,2.82467092484617,74 STARLING ST 14613 Rochester 14608,390 South Av Rochester NY 14620,POINT (-77.605873 43.1483987),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,1
82,Rochester,Dog,-77.6233623,43.1607301,-77.6467442,43.1740084,1.49535469930703,251 VERONA ST Rochester 14606,614 EMERSON ST Rochester NY 14613,POINT (-77.6467442 43.1740084),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
83,Rochester,Dog,-77.5846227,43.1642136,-77.6324355,43.1745262,2.5185825618329,95 Garson av Rochester 14608,16 Locust st Rochester NY 14613,POINT (-77.6324355 43.1745262),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,3
84,Rochester,Dog,-77.6321674,43.1772706,-77.6568115,43.1554923,1.95215408028065,95 Glenwood av Rochester 14608,1154 Maple St Rochester NY 14611,POINT (-77.6568115 43.1554923),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,3
85,Rochester,Dog,-77.6214491,43.1439322,-77.6001321,43.1710485,2.15975725688599,98 Frost av Rochester 14608,396 Hudson Ave Rochester NY 14605,POINT (-77.6001321 43.1710485),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,1
86,Rochester,Dog,-77.6449096,43.1471047,-77.6449096,43.1471047,0.0,307 CHILI AVE Rochester 14611,307 CHILI AVE Rochester NY 14611,POINT (-77.6449096 43.1471047),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,9
88,Rochester,Dog,-77.6262937,43.1460758,-77.6267718,43.1467255,0.0509462671588746,165 Reynolds st 14611 Rochester ,138 Dr. Samuel Mccree way Rochester NY 14608,POINT (-77.6267718 43.1467255),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,2
89,Rochester,Dog,-77.621163,43.1397976,-77.621163,43.1397976,0.0,15 STANLEY ST Rochester 14608,15 STANLEY ST Rochester NY 14608,POINT (-77.621163 43.1397976),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,2
90,Rochester,Dog,-77.6300271,43.1885619,-77.6351545,43.186013,0.313116258000837,1236 Lake Ave Rochester 14608,145 Augustine st Rochester NY 14613,POINT (-77.6351545 43.186013),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,2
91,Rochester,Dog,-77.6420906,43.1241102,-77.6440595,43.1248479,0.111825318960197,36 mineola st 14611 Rochester ,70 DEVON RD Rochester NY 14619,POINT (-77.6440595 43.1248479),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,2
92,Rochester,Dog,-77.5989506,43.154291,-77.5989506,43.154291,0.0,15 Savanna Rochester 14608,15 SAVANNAH ST Rochester NY 14607,POINT (-77.5989506 43.154291),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,2
93,Rochester,Dog,-77.5885152,43.1727374,-77.6377053,43.1373631,3.48475965472772,97 ROHR ST 14605 Rochester 14605,49 ROSLYN ST Rochester NY 14619,POINT (-77.6377053 43.1373631),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,3
94,Rochester,Dog,-77.6210574,43.1414735,-77.63417,43.1351855,0.792360607105309,743 S. Plymouth av 14608 Rochester 14608,56 SAWYER ST Rochester NY 14619,POINT (-77.63417 43.1351855),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,3
95,Rochester,Dog,-77.599171,43.1751069,-77.5975581,43.1747739,0.0846692063839273,585 HUDSON 14605 Rochester 14605,52 Watkin terr Rochester NY 14605,POINT (-77.5975581 43.1747739),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,3
96,Rochester,Dog,-77.5697298,43.1602199,-77.5933278,43.1594885,1.19360890106426,6690 E. Main st 14609 Rochester 14609,699 E. Main st Rochester NY 14609,POINT (-77.5933278 43.1594885),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
97,Rochester,Dog,-77.5789343,43.1755619,-77.5781284,43.1770017,0.107408506764307,1609 Clifford av Rochester ,57 Rustic st Rochester NY 14609,POINT (-77.5781284 43.1770017),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
98,Rochester,Dog,-77.5937978,43.181183,-77.5932606,43.1811613,0.0271796299487159,1076 Ave D Rochester 14621,1096 AVENUE D Rochester NY 14621,POINT (-77.5932606 43.1811613),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
99,Rochester,Dog,-77.6102707,43.1803806,-77.6102707,43.1803806,0.0,497 AVENUE D 14621 Rochester 14608,497 AVENUE D Rochester NY 14621,POINT (-77.6102707 43.1803806),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
100,Rochester,Dog,-77.5756935,43.175969,-77.5760241,43.178075,0.146337626854059,1182 N.GOODMAN ST Rochester 14617,1287 NORTH GOODMAN Rochester NY 14609,POINT (-77.5760241 43.178075),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
101,Rochester,Dog,-77.5445887,43.1609329,-77.544096,43.1613633,0.0387645466325101,90 Elmcroft st Rochester 14609,89 WINSTEAD RD Rochester NY 14609,POINT (-77.544096 43.1613633),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
102,Rochester,Dog,-77.6447307,43.1725207,-77.6455396,43.1721664,0.0476292826779921,176 Michigan st Rochester 14608,205 Michigan st Rochester NY 14606,POINT (-77.6455396 43.1721664),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
103,Rochester,Dog,-77.5770539,43.1772563,-77.5788,43.1781938,0.109408261179521,65 Arbutus st Rochester 14608,399 Fernwood av Rochester NY 14609,POINT (-77.5788 43.1781938),3867,2732.0,2677.0,3541,NY,Monroe County,741770,209.48037277605195,2021,4
